RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2435,54786626,Smith,469,Germany,Male,83,6,167304.11,4,0,1,117276.19,0,0,1,PLATINUM,920
2436,33250723,Smith,642,France,Female,73,10,39418.33,4,1,0,80797.85,0,0,4,SILVER,269
2437,56013251,Smith,653,France,Female,60,0,113326.11,1,0,1,61515.21,0,0,5,DIAMOND,558
2438,39009512,Smith,548,France,Female,90,4,100197.74,1,0,1,110164.32,0,0,4,PLATINUM,687
2439,91193128,Smith,350,France,Female,89,10,195744.59,3,0,1,140915.43,0,0,4,GOLD,219
2440,50824950,Smith,409,Germany,Female,25,5,34456.02,1,1,1,159251.69,0,0,5,GOLD,981
2441,55961405,Smith,599,France,Male,22,9,134797.75,1,1,0,130445.65,0,0,1,GOLD,663
2442,99398014,Smith,489,Spain,Female,30,6,227837.88,3,1,0,109996.24,0,0,4,PLATINUM,583
2443,51727753,Smith,498,France,Male,24,9,223114.97,2,1,1,157679.71,1,0,5,PLATINUM,638
2444,85008148,Smith,744,France,Male,38,9,213084.28,1,1,0,108316.62,0,0,3,SILVER,574
2445,11003171,Smith,393,Spain,Male,54,6,93746.33,2,1,0,195103.1,0,0,3,GOLD,769
2446,59701515,Smith,720,Germany,Male,62,2,235275.17,3,1,1,110080.73,0,0,5,DIAMOND,730
2447,33992154,Smith,535,France,Male,69,6,201325.13,1,1,1,70276.96,0,0,4,DIAMOND,356
2448,58190951,Smith,457,Germany,Male,65,0,212785.33,4,0,0,94808.78,0,0,2,PLATINUM,829
2449,96786817,Smith,393,France,Male,79,10,233088.45,2,1,1,103098.11,0,0,2,DIAMOND,966
2450,44924917,Smith,427,Spain,Female,68,3,234250.32,3,0,1,63862.36,0,0,4,GOLD,159
2451,84154764,Smith,575,Germany,Male,21,6,60016.24,4,1,0,40161.14,0,0,5,PLATINUM,107
2452,95567156,Smith,511,France,Male,73,6,31921.93,1,1,1,91962.85,0,0,1,PLATINUM,831
2453,70332191,Smith,630,Germany,Female,51,3,172718.74,1,1,1,180436.24,0,0,2,DIAMOND,487
2454,99198479,Smith,602,Spain,Female,62,0,140803.49,2,0,0,58550.92,1,0,3,PLATINUM,194
2455,10981883,Smith,481,Germany,Male,33,7,81856.63,1,0,0,78745.55,1,0,1,SILVER,353
2456,11668321,Smith,797,Spain,Female,26,3,171112.38,4,1,1,153967.37,0,0,3,DIAMOND,540
2457,23296138,Smith,721,France,Male,33,1,15499.22,2,0,1,25631.93,0,0,4,GOLD,431
2458,63625353,Smith,724,Spain,Male,48,3,11802.08,2,1,0,166763.4,0,0,1,DIAMOND,180
2459,83263376,Smith,823,Spain,Male,30,7,88577.65,1,0,1,146852.98,0,0,4,PLATINUM,980
2460,30536721,Smith,493,Germany,Male,22,7,48461.66,3,1,0,114455.19,0,0,2,PLATINUM,757
2461,35192630,Smith,615,France,Female,64,4,179639.01,4,0,0,49800.97,0,0,4,DIAMOND,325
2462,15418952,Smith,458,Spain,Female,56,1,237005.46,1,0,1,27608.93,0,0,2,SILVER,697
2463,14264423,Smith,543,Germany,Female,35,6,165406.85,3,0,1,54026.63,0,0,2,GOLD,985
2464,90925517,Smith,384,Spain,Male,37,2,163696.09,2,0,1,154684.1,0,0,5,PLATINUM,531
2465,18181883,Smith,816,France,Male,19,5,1648.89,2,0,0,187363.98,1,0,4,GOLD,495
2466,68638329,Smith,739,France,Female,57,8,128069.24,1,1,1,150198.76,0,0,1,DIAMOND,396
2467,92418648,Smith,624,France,Female,47,4,204275.33,4,1,1,110247.23,1,0,1,SILVER,317
2468,41927921,Smith,536,France,Male,27,8,163530.09,1,1,1,190629.72,1,0,5,DIAMOND,517
2469,33948053,Smith,786,Germany,Female,81,3,56945.6,1,1,1,167427.79,0,0,4,SILVER,304
2470,94749483,Smith,849,Germany,Female,59,8,212118.81,2,0,1,134609.09,0,0,5,GOLD,422
2471,52822943,Smith,592,Germany,Male,70,0,241094.18,4,0,0,17201.89,1,0,2,GOLD,158
2472,61217069,Smith,613,Spain,Female,70,3,69748.21,1,0,0,64669.37,0,0,4,GOLD,711
2473,64610032,Smith,811,France,Male,57,10,51773.59,3,1,0,68559.92,0,0,1,GOLD,288
2474,99381751,Smith,359,France,Female,33,0,84631.73,3,0,0,75976.6,1,0,2,PLATINUM,393
2475,30000738,Smith,800,Spain,Female,65,8,15789.57,4,0,1,83983.27,0,0,5,SILVER,595
2476,75304697,Smith,515,Germany,Male,78,7,218358.17,2,1,0,188480.16,0,0,5,PLATINUM,414
2477,24804511,Smith,378,Germany,Male,55,7,232324.87,2,1,1,150955.76,0,0,5,DIAMOND,155
2478,28994397,Smith,620,France,Male,61,6,158325.76,4,0,0,141467.65,0,0,4,PLATINUM,582
2479,85677302,Smith,436,Germany,Male,32,8,191083.7,1,0,0,91037.84,0,0,5,PLATINUM,845
2480,28333734,Smith,372,France,Male,78,10,167162.67,1,1,0,74134.43,1,0,2,DIAMOND,872
2481,21872752,Smith,559,Germany,Male,24,10,94338.56,3,1,0,32719.86,0,0,4,DIAMOND,987
2482,46213515,Smith,395,Spain,Female,47,2,158010.59,3,1,0,96164.14,0,0,4,PLATINUM,712
2483,64445288,Smith,816,Germany,Female,53,6,209080.04,4,0,0,49015.05,1,0,2,DIAMOND,347
2484,64832046,Smith,377,France,Male,28,5,202476.85,2,1,1,84291.98,1,0,1,DIAMOND,725
2485,19625105,Smith,375,Spain,Male,87,4,20264.38,4,0,0,39714.34,0,0,4,SILVER,762
2486,57548564,Smith,615,France,Male,46,8,115650.24,1,0,0,75359.22,0,0,2,SILVER,719
2487,31654924,Smith,524,France,Female,23,3,99330.37,1,1,1,18166.08,0,0,4,DIAMOND,837
2488,19935869,Smith,353,Spain,Female,68,2,188002.19,4,1,0,11144.41,0,0,1,PLATINUM,938
2489,51434749,Smith,660,France,Female,55,10,125343.98,1,0,1,175282.75,0,0,1,PLATINUM,514
2490,51835879,Smith,671,Spain,Female,90,2,87425.28,1,1,0,131840.18,1,0,3,SILVER,972
2491,42469247,Smith,416,France,Male,39,1,176587.44,3,0,1,121656.66,1,0,4,DIAMOND,749
2492,69171413,Smith,484,Germany,Female,71,0,118394.63,1,0,1,107620.86,1,0,4,SILVER,456
2493,23689493,Smith,404,Germany,Female,57,2,64156.01,3,1,1,148078.54,0,0,2,SILVER,582
2494,78374762,Smith,813,France,Female,24,7,222604.23,2,1,1,149871.46,0,0,2,DIAMOND,105
2495,93027288,Smith,380,Germany,Male,57,5,28261.96,4,0,0,187697.76,0,0,3,SILVER,777
2496,45674971,Smith,423,Spain,Female,41,1,4521.93,1,0,1,56438.0,1,0,2,DIAMOND,648
2497,61212060,Smith,368,Spain,Male,58,7,35977.76,3,0,1,159187.77,0,0,1,DIAMOND,592
2498,49501580,Smith,505,Germany,Female,68,4,40910.81,3,0,1,198319.97,0,0,5,PLATINUM,834
2499,46785617,Smith,686,Spain,Female,56,3,134510.55,4,1,1,15514.15,1,0,4,SILVER,955
2500,70961537,Smith,505,France,Female,60,0,156216.38,3,0,1,81057.23,0,0,3,DIAMOND,665
2501,38899868,Smith,496,France,Male,86,0,112152.78,1,1,1,92846.81,0,0,4,DIAMOND,904
2502,41052238,Smith,834,France,Female,76,3,51042.81,3,1,0,166148.14,1,0,3,PLATINUM,966
2503,32700314,Smith,436,Germany,Female,42,8,33047.72,3,0,0,12611.25,0,0,5,GOLD,869
2504,94370894,Smith,369,Spain,Male,42,9,123037.99,2,0,0,123737.71,1,0,3,PLATINUM,946
2505,35137138,Smith,618,Germany,Female,90,9,141370.77,1,1,1,179589.97,0,0,3,SILVER,271
2506,70350924,Smith,682,Spain,Female,41,5,75990.34,4,1,0,38049.14,0,0,5,PLATINUM,676
2507,40779669,Smith,392,Germany,Female,79,0,55109.99,3,0,1,31958.99,0,0,2,SILVER,828
2508,57189674,Smith,744,France,Female,60,7,20148.18,3,0,0,199959.42,1,0,1,GOLD,365
2509,45154340,Smith,781,France,Female,76,8,6561.12,1,0,0,166932.2,0,0,3,SILVER,475
2510,45908279,Smith,748,Spain,Male,71,1,26434.11,1,1,0,142509.52,0,0,1,SILVER,965
2511,88127618,Smith,750,France,Female,43,5,185519.85,3,1,0,85806.43,0,0,3,SILVER,203
2512,80001342,Smith,787,Germany,Female,71,6,86004.66,1,0,0,172252.97,0,0,5,SILVER,168
2513,62315765,Smith,655,France,Male,78,10,6854.73,4,1,0,185326.87,0,0,1,PLATINUM,288
2514,20831890,Smith,377,France,Male,61,0,127041.32,1,1,0,149157.62,0,0,4,SILVER,437
2515,15949852,Smith,816,Germany,Female,26,10,134016.82,4,0,0,85638.01,1,0,1,GOLD,707
2516,10029725,Smith,609,France,Female,59,4,107172.19,4,1,0,120872.05,0,0,5,DIAMOND,741
2517,73019115,Smith,371,Spain,Female,46,10,27670.7,1,1,1,28718.28,1,0,2,PLATINUM,386
2518,58495982,Smith,819,France,Male,75,10,188741.85,4,0,0,40023.89,0,0,2,SILVER,387
2519,19184536,Smith,724,Germany,Female,80,4,172270.4,1,0,1,158777.1,0,0,1,GOLD,248
2520,57766655,Smith,450,Germany,Male,66,2,98682.28,1,0,1,15569.94,0,0,5,PLATINUM,620
2521,26413806,Smith,388,Germany,Male,28,1,95203.84,3,1,0,19347.24,0,0,2,PLATINUM,186
2522,29748999,Smith,639,Spain,Male,71,0,38983.78,3,1,1,106524.46,0,0,2,SILVER,777
2523,50078991,Smith,702,France,Female,47,5,188387.34,2,1,0,42400.56,0,0,2,GOLD,186
2524,43121540,Smith,649,France,Female,83,6,149893.48,2,0,1,65803.77,0,0,1,PLATINUM,474
2525,37705858,Smith,519,France,Female,82,1,21448.36,1,0,0,85777.97,0,0,2,SILVER,883
2526,33313511,Smith,645,Spain,Male,75,1,94515.86,4,1,0,109228.53,0,0,5,DIAMOND,370
2527,37719138,Smith,702,Spain,Female,74,4,225890.24,1,1,0,63871.6,0,0,5,SILVER,407
2528,30686655,Smith,745,France,Female,54,4,113093.65,3,1,0,101873.83,0,0,4,GOLD,338
2529,90835433,Smith,479,Germany,Male,71,2,81231.87,2,1,0,80430.07,0,0,2,DIAMOND,460
2530,15627745,Smith,505,France,Male,90,2,160946.02,1,0,0,25395.91,0,0,4,SILVER,137
2531,81020010,Smith,423,France,Male,86,0,50743.09,4,0,1,174754.2,0,0,4,GOLD,307
2532,71509503,Smith,691,Germany,Male,41,2,130950.85,4,0,1,63459.52,0,0,2,PLATINUM,952
2533,21245869,Smith,814,France,Male,80,8,167380.69,1,1,1,125780.92,0,0,4,DIAMOND,637
2534,12253722,Smith,439,France,Female,68,1,213719.6,2,0,1,118262.04,1,0,2,PLATINUM,541
2535,11649729,Smith,416,Germany,Male,32,0,173126.08,2,0,1,47841.69,0,0,3,SILVER,400
2536,59970088,Smith,804,Spain,Female,64,8,96102.45,1,1,0,15692.05,0,0,5,GOLD,390
2537,11116271,Smith,585,France,Male,90,4,191950.04,4,1,1,172816.97,1,0,3,PLATINUM,144
2538,20916876,Smith,549,Germany,Female,63,7,224599.98,2,1,0,104561.07,1,0,1,GOLD,765
2539,41978888,Smith,817,Germany,Female,47,10,119440.91,2,0,1,88748.83,0,0,1,PLATINUM,327
2540,32461013,Smith,681,France,Male,37,3,1125.2,2,0,0,154953.0,1,0,4,GOLD,550
2541,28458857,Smith,576,Germany,Male,74,7,220229.51,3,0,1,16300.2,0,0,3,PLATINUM,893
2542,57204953,Smith,814,France,Female,66,4,41360.5,1,0,1,155390.9,0,0,3,GOLD,467
2543,27443381,Smith,697,France,Male,73,5,31581.38,2,1,0,87693.75,1,0,2,PLATINUM,362
2544,96674443,Smith,582,France,Male,73,5,76919.64,2,1,1,114808.5,0,0,4,SILVER,890
2545,57380429,Smith,615,Spain,Male,42,5,94995.94,1,0,1,152963.46,0,0,5,GOLD,716
2546,74341005,Smith,435,France,Male,26,1,199844.17,3,0,0,113894.01,0,0,3,SILVER,282
2547,98362401,Smith,451,France,Male,39,9,97295.85,4,1,0,21736.72,0,0,3,PLATINUM,240
2548,47264820,Smith,790,France,Male,54,9,12205.29,4,0,0,148434.17,0,0,2,GOLD,676
2549,71983306,Smith,830,France,Male,45,8,158990.42,1,0,1,159404.91,1,0,2,PLATINUM,489
2550,36906511,Smith,563,Germany,Male,31,6,167805.26,2,1,0,97759.7,0,0,5,PLATINUM,683
2551,16739013,Smith,457,France,Female,47,2,203555.23,2,0,1,93421.29,0,0,4,SILVER,841
2552,17089975,Smith,514,Spain,Female,56,1,99716.52,4,0,1,57865.86,1,0,2,SILVER,447
2553,18805586,Smith,810,Spain,Male,74,3,21517.77,4,1,0,132390.92,0,0,1,SILVER,179
2554,54564078,Smith,440,Germany,Male,22,7,138265.57,1,0,0,177577.82,1,0,3,PLATINUM,984
2555,57719804,Smith,541,France,Female,29,8,30249.35,3,0,1,134634.06,0,0,1,SILVER,963
2556,88877827,Smith,684,France,Male,52,9,4268.83,1,0,0,156551.73,1,0,1,SILVER,122
2557,24263315,Smith,435,France,Male,58,1,194645.87,1,1,1,169116.57,1,0,3,GOLD,417
2558,58085527,Smith,571,Germany,Male,80,5,100852.65,1,0,1,52967.4,0,0,3,GOLD,873
2559,65073945,Smith,712,France,Male,59,7,131251.29,3,0,1,86399.82,1,0,2,SILVER,810
2560,80977316,Smith,773,Germany,Female,82,2,165712.3,1,0,1,92832.33,0,0,4,DIAMOND,682
2561,39171429,Smith,450,France,Male,82,10,100256.92,1,0,0,116191.07,0,0,3,SILVER,748
2562,37366868,Smith,575,France,Female,60,8,12782.9,1,0,0,19344.6,0,0,4,SILVER,957
2563,18074037,Smith,713,France,Male,77,3,63185.91,2,0,0,121797.36,0,0,3,SILVER,594
2564,44867175,Smith,409,France,Female,37,4,48585.3,3,0,1,26819.08,1,0,1,DIAMOND,310
2565,23822356,Smith,831,Spain,Female,80,6,244348.51,2,1,1,163248.28,0,0,1,PLATINUM,830
2566,55677485,Smith,599,France,Female,41,10,184876.36,2,0,1,192974.18,0,0,5,PLATINUM,908
2567,60435843,Smith,397,Spain,Male,89,10,112887.5,4,0,1,65054.21,0,0,2,DIAMOND,432
2568,65608376,Smith,466,Germany,Male,52,4,15841.85,1,1,0,106256.87,0,0,2,GOLD,312
2569,64432684,Smith,576,Spain,Male,58,3,28962.63,2,1,1,166405.63,0,0,3,DIAMOND,226
2570,62496899,Smith,711,France,Female,33,3,203224.89,1,0,0,69784.26,0,0,3,SILVER,999
2571,53420892,Smith,752,Spain,Male,23,4,236362.27,1,1,1,39977.76,0,0,2,DIAMOND,299
2572,84412557,Smith,805,France,Male,37,2,7837.55,1,0,0,150421.88,0,0,5,GOLD,644
2573,29992066,Smith,836,Germany,Female,73,8,227599.28,2,0,1,142688.71,1,0,3,PLATINUM,626
2574,20108631,Smith,382,France,Male,25,1,95140.93,4,1,0,118289.64,0,0,4,SILVER,668
2575,54613348,Smith,393,France,Female,23,6,53408.17,3,1,0,189442.99,0,0,3,SILVER,343
2576,85092303,Smith,825,Germany,Male,25,3,25558.09,4,0,1,191473.24,0,0,4,PLATINUM,106
2577,38727993,Smith,514,Germany,Female,79,7,192937.24,1,1,1,173694.39,0,0,4,DIAMOND,947
2578,76329075,Smith,717,France,Female,31,6,117227.62,4,1,1,65673.82,0,0,1,GOLD,163
2579,51822973,Smith,694,France,Female,20,7,208105.95,4,1,1,52819.53,1,0,1,PLATINUM,677
2580,86655127,Smith,641,Germany,Female,19,3,56539.29,4,1,0,168790.73,0,0,5,GOLD,828
2581,96835361,Smith,686,France,Female,39,10,169642.01,3,1,0,133758.57,1,0,1,SILVER,918
2582,34133277,Smith,693,France,Female,87,1,29530.43,4,1,0,85263.95,0,0,4,PLATINUM,886
2583,46059026,Smith,754,Spain,Female,88,6,22437.67,3,1,0,87853.73,0,0,5,DIAMOND,663
2584,95129374,Smith,735,Spain,Male,23,8,33349.96,2,0,1,172133.11,1,0,1,PLATINUM,712
2585,63899323,Smith,636,Spain,Female,67,5,202225.33,4,0,0,41016.98,1,0,1,PLATINUM,866
2586,51266066,Smith,713,Spain,Male,61,6,163904.93,1,0,1,189354.95,0,0,4,SILVER,926
2587,59351998,Smith,574,France,Male,25,5,41490.97,2,1,1,130310.91,0,0,3,SILVER,669
2588,72527341,Smith,635,Spain,Male,41,1,96193.05,3,0,1,160357.97,0,0,5,GOLD,503
2589,43997463,Smith,553,France,Female,44,8,190921.5,3,0,0,80464.65,0,0,1,SILVER,987
2590,25663645,Smith,521,France,Male,70,4,71418.6,4,0,0,121510.31,0,0,4,SILVER,218
2591,66775993,Smith,361,Spain,Female,68,2,230315.93,3,1,0,152498.19,0,0,1,GOLD,634
2592,96676453,Smith,656,France,Male,45,3,228650.7,4,1,0,92674.69,0,0,3,PLATINUM,306
2593,41632286,Smith,470,Germany,Female,76,3,138225.21,1,1,1,102707.9,0,0,2,PLATINUM,876
2594,64248291,Smith,782,France,Female,86,8,157993.57,1,1,1,120595.17,0,0,5,SILVER,490
2595,84170047,Smith,593,France,Male,90,10,163304.59,2,1,0,22047.33,0,0,5,DIAMOND,840
2596,97173138,Smith,501,Germany,Female,42,4,64617.11,3,1,0,174005.44,0,0,4,DIAMOND,614
2597,21592111,Smith,501,France,Male,61,1,91330.35,1,0,1,174668.81,0,0,4,PLATINUM,738
2598,77399862,Smith,537,France,Female,64,5,33985.28,3,1,1,63469.36,0,0,1,GOLD,699
2599,81964784,Smith,744,France,Female,30,6,231217.84,1,0,1,177166.28,0,0,5,PLATINUM,696
2600,83476576,Smith,362,France,Male,70,7,180962.36,2,1,0,151587.01,0,0,1,SILVER,193
2601,17997043,Smith,440,France,Female,70,4,11589.07,4,1,0,101806.37,0,0,2,GOLD,541
2602,10181360,Smith,549,Spain,Male,54,7,137346.86,4,0,1,76075.16,0,0,5,PLATINUM,947
2603,29221242,Smith,423,France,Male,80,7,85768.43,3,1,1,85881.99,0,0,2,PLATINUM,725
2604,96401499,Smith,605,Spain,Male,83,3,203821.97,1,0,0,111539.59,0,0,1,PLATINUM,692
2605,82641274,Smith,805,France,Female,57,6,85950.02,2,0,0,88378.93,0,0,3,DIAMOND,638
2606,81247150,Smith,797,France,Male,78,8,161037.53,2,0,0,89845.28,0,0,2,DIAMOND,207
2607,73848248,Smith,625,France,Male,23,9,41435.08,4,0,0,48593.44,0,0,3,GOLD,813
2608,88140533,Smith,677,France,Male,42,3,139688.87,1,0,1,144484.28,1,0,5,GOLD,673
2609,85441964,Smith,678,France,Male,63,8,73471.43,2,0,0,125822.4,0,0,3,GOLD,355
2610,84002592,Smith,420,France,Female,48,3,41222.11,1,1,0,198461.28,0,0,3,DIAMOND,888
2611,74416144,Smith,427,France,Female,80,0,154814.79,3,1,1,36836.4,0,0,1,GOLD,818
2612,63915845,Smith,633,France,Male,85,3,159660.3,2,0,0,31610.29,1,0,1,PLATINUM,750
2613,58006403,Smith,479,Germany,Male,56,1,245838.45,3,1,0,108027.14,0,0,1,SILVER,877
2614,28904815,Smith,726,Spain,Male,53,5,167276.51,4,1,1,38878.25,0,0,1,SILVER,625
2615,25697605,Smith,392,France,Male,24,7,128927.48,4,0,1,126018.02,1,0,5,PLATINUM,284
2616,47937226,Smith,357,Germany,Male,83,5,228155.21,1,0,0,47261.87,0,0,1,PLATINUM,464
2617,50253576,Smith,362,Germany,Male,72,8,207070.2,3,0,0,101769.71,0,0,5,GOLD,218
2618,65030361,Smith,562,France,Female,89,5,137186.57,4,0,0,126149.18,0,0,5,SILVER,467
2619,76298692,Smith,460,Spain,Male,59,10,127837.27,4,0,0,97027.75,0,0,3,GOLD,354
2620,23099507,Smith,825,Spain,Male,44,6,235492.3,2,0,0,70797.21,0,0,5,GOLD,787
2621,89394364,Smith,640,France,Male,19,4,154281.76,2,0,0,158640.06,0,0,1,DIAMOND,172
2622,56801033,Smith,372,Germany,Male,87,7,178444.79,2,0,1,172385.02,1,0,4,PLATINUM,976
2623,48844162,Smith,651,Germany,Male,21,1,21669.76,2,0,0,62829.47,0,0,3,GOLD,465
2624,64769258,Smith,603,France,Male,38,1,179576.41,1,0,0,164544.81,0,0,5,PLATINUM,257
2625,92450685,Smith,364,France,Female,18,10,66170.46,3,1,0,84410.46,0,0,3,SILVER,180
2626,53682501,Smith,479,Spain,Female,55,7,28884.48,1,0,1,102648.49,1,0,5,SILVER,153
2627,87647696,Smith,410,Spain,Male,77,5,212416.53,2,1,0,54032.44,0,0,5,GOLD,323
2628,85057004,Smith,464,France,Female,31,1,172797.77,3,0,0,128887.52,0,0,3,DIAMOND,883
2629,15720626,Smith,809,France,Male,34,5,101891.08,4,1,0,29176.08,0,0,3,GOLD,438
2630,23654772,Smith,669,Spain,Female,90,10,107854.18,2,1,0,122411.13,0,0,2,SILVER,918
2631,49929257,Smith,657,France,Male,64,7,49279.43,3,1,0,198046.44,1,0,2,SILVER,156
2632,48560290,Smith,769,Germany,Male,73,5,2387.75,3,0,1,153158.6,0,0,1,DIAMOND,103
2633,39168537,Smith,800,France,Male,70,8,87339.78,2,0,0,180057.47,0,0,5,SILVER,744
2634,18221252,Smith,674,France,Female,35,5,37103.59,1,0,0,98197.15,0,0,3,DIAMOND,137
2635,62209619,Smith,416,France,Female,86,2,105431.7,2,1,0,37000.01,0,0,4,PLATINUM,413
2636,98849481,Smith,598,France,Male,65,8,208456.27,3,0,1,64807.76,0,0,3,DIAMOND,843
2637,71069572,Smith,524,France,Male,26,9,28688.59,1,0,1,19315.64,0,0,2,DIAMOND,130
2638,89538531,Smith,688,Germany,Female,71,4,22938.4,1,1,1,105344.08,0,0,3,DIAMOND,862
2639,46421189,Smith,351,Germany,Male,52,5,225525.55,1,1,0,133436.71,0,0,4,PLATINUM,504
2640,36502745,Smith,521,France,Male,63,3,186284.89,1,0,0,90651.83,0,0,3,DIAMOND,945
2641,87745411,Smith,834,Germany,Male,18,2,13267.47,3,0,1,117008.93,0,0,3,GOLD,682
2642,89852157,Smith,797,France,Female,58,9,19892.62,3,1,1,70933.43,0,0,4,GOLD,422
2643,49467750,Smith,814,France,Female,90,4,171231.06,2,0,0,26313.04,0,0,2,GOLD,125
2644,23487010,Smith,683,France,Male,49,2,92586.05,3,0,1,92079.81,0,0,3,GOLD,127
2645,56206264,Smith,633,France,Male,57,1,181043.32,2,1,0,114081.58,0,0,2,DIAMOND,463
2646,40190179,Smith,824,Spain,Female,28,5,101113.52,4,1,0,196700.61,1,0,4,SILVER,694
2647,76627397,Smith,403,Germany,Male,79,7,241946.67,3,0,0,75981.95,0,0,3,DIAMOND,240
2648,21416757,Smith,807,France,Male,63,2,173604.15,2,0,0,138776.23,0,0,3,GOLD,926
2649,37804333,Smith,416,Germany,Male,65,5,11653.94,1,1,0,166298.64,1,0,5,DIAMOND,792
2650,80760251,Smith,769,France,Male,60,10,82625.44,1,1,0,73724.24,0,0,1,DIAMOND,292
2651,37270507,Smith,451,France,Female,68,8,140901.55,3,0,1,186686.94,0,0,4,GOLD,330
2652,54470459,Smith,469,France,Male,78,0,35468.41,4,0,1,74377.94,1,0,2,DIAMOND,649
2653,15905950,Smith,540,Spain,Male,59,2,630.08,1,1,1,194262.82,0,0,4,GOLD,864
2654,80321747,Smith,758,France,Male,43,1,19827.03,2,0,0,10409.81,0,0,5,SILVER,748
2655,13028631,Smith,819,Spain,Female,28,7,131065.87,2,1,1,130492.93,0,0,4,GOLD,568
2656,24218200,Smith,653,France,Female,42,8,158063.77,1,0,1,160085.99,0,0,1,GOLD,804
2657,92096675,Smith,772,France,Female,57,9,23225.84,1,1,0,63211.48,1,0,4,SILVER,171
2658,67563860,Smith,396,Spain,Male,42,5,166289.13,1,1,1,32239.55,1,0,2,PLATINUM,761
2659,37736989,Smith,571,France,Male,91,2,154281.04,4,1,1,14630.0,0,0,2,GOLD,637
2660,16423959,Smith,370,Spain,Male,69,9,234974.25,4,1,0,24137.32,0,0,1,GOLD,674
2661,67315945,Smith,507,Spain,Female,20,7,210168.87,3,1,0,113176.47,1,0,5,PLATINUM,191
2662,14024733,Smith,697,Spain,Female,56,9,235810.47,2,1,1,169441.81,0,0,3,PLATINUM,308
2663,31636437,Smith,508,France,Male,52,6,241526.91,3,0,0,21994.86,0,0,3,GOLD,160
2664,60275547,Smith,726,France,Male,57,1,110202.13,3,1,0,31504.27,0,0,1,GOLD,924
2665,10019675,Smith,721,Spain,Female,39,10,121977.67,2,0,1,10969.57,0,0,1,PLATINUM,120
2666,35239821,Smith,759,Germany,Male,79,6,70405.49,2,0,0,63632.71,0,0,2,GOLD,191
2667,36133385,Smith,584,Germany,Male,36,0,127108.1,2,1,0,185036.81,0,0,1,GOLD,949
2668,50365237,Smith,499,France,Male,31,7,37678.67,3,1,1,62494.72,0,0,2,PLATINUM,644
2669,62569705,Smith,754,France,Female,67,4,167857.74,4,0,1,93754.74,0,0,4,SILVER,960
2670,14464344,Smith,606,Germany,Male,79,8,6233.13,2,1,1,44001.91,0,0,2,PLATINUM,322
2671,87906501,Smith,514,France,Female,60,10,58906.94,1,1,0,32094.06,0,0,2,PLATINUM,623
2672,22310059,Smith,426,France,Male,72,2,52017.92,4,0,0,44654.94,0,0,4,SILVER,414
2673,10566088,Smith,434,France,Female,57,6,234472.27,4,1,1,49982.24,0,0,2,DIAMOND,145
2674,90836396,Smith,395,France,Female,29,7,36225.44,4,1,1,34754.88,0,0,3,GOLD,822
2675,50113379,Smith,742,Spain,Female,82,0,222693.86,4,1,1,160395.07,0,0,2,GOLD,580
2676,20151607,Smith,750,Germany,Male,51,5,31089.56,2,1,0,100676.67,0,0,1,GOLD,729
2677,75500778,Smith,396,France,Male,40,10,162674.5,3,1,1,112556.19,0,0,2,SILVER,193
2678,10658003,Smith,562,France,Male,88,1,79971.49,1,0,1,81183.61,0,0,4,PLATINUM,361
2679,10805113,Smith,828,Germany,Female,24,7,79000.59,1,1,0,50041.14,0,0,1,DIAMOND,729
2680,71183416,Smith,836,France,Female,82,5,249567.78,3,0,0,27841.32,0,0,4,SILVER,384
2681,19322004,Smith,408,Spain,Male,35,10,56510.71,3,1,1,24425.88,0,0,4,DIAMOND,280
2682,15028035,Smith,403,Spain,Female,25,10,50640.02,4,0,0,45176.98,0,0,3,SILVER,344
2683,21551409,Smith,691,Spain,Female,59,2,147333.69,2,1,1,171533.48,0,0,5,PLATINUM,665
2684,30811680,Smith,361,Germany,Male,18,3,185188.1,1,1,1,51143.59,0,0,3,DIAMOND,980
2685,25433222,Smith,541,France,Female,32,6,245626.13,4,1,0,77415.72,0,0,4,PLATINUM,262
2686,87456782,Smith,355,Germany,Male,45,8,175353.44,4,1,0,118822.81,0,0,4,PLATINUM,637
2687,68835615,Smith,658,France,Male,53,10,140467.77,2,0,1,107168.49,0,0,4,SILVER,378
2688,42382711,Smith,493,France,Female,63,9,102282.93,1,0,0,136505.92,0,0,4,DIAMOND,520
2689,83317578,Smith,695,France,Male,38,1,148778.2,3,1,0,46919.82,0,0,4,DIAMOND,250
2690,22834263,Smith,610,France,Female,66,8,150208.75,4,0,1,109569.3,1,0,3,DIAMOND,393
2691,40647215,Smith,422,France,Male,56,5,54427.87,1,0,0,155872.34,1,0,5,PLATINUM,853
2692,89232916,Smith,523,France,Male,55,1,167802.14,1,0,0,83626.32,0,0,4,DIAMOND,406
2693,76006681,Smith,581,Germany,Male,26,7,51105.95,4,0,1,194659.94,0,0,5,GOLD,980
2694,63873131,Smith,619,Spain,Male,37,3,122488.71,1,0,1,119810.39,1,0,1,PLATINUM,462
2695,37758455,Smith,777,France,Male,25,10,64967.38,2,0,0,138217.05,0,0,2,SILVER,333
2696,53627391,Smith,796,Germany,Male,31,7,78200.26,1,0,0,97226.67,0,0,4,PLATINUM,629
